user_id,age_group,language_preferred
a9701,36-45 years,English
a9702,45-55 years,English
a9703,55+ years,English
a9704,0-18 years,English
a9705,19-24 years,English
a9706,24-30 years,English
a9707,30-36 years,English
a9708,36-45 years,English
a9709,45-55 years,English
a9710,55+ years,English
a9711,0-18 years,English
a9712,19-24 years,English
a9713,24-30 years,English
a9714,30-36 years,English
a9715,36-45 years,English
a9716,45-55 years,English
a9717,55+ years,English
a9718,0-18 years,English
a9719,19-24 years,English
a9720,24-30 years,English
a9721,30-36 years,English
a9722,36-45 years,English
a9723,45-55 years,English
a9724,55+ years,English
a9725,0-18 years,English
a9726,19-24 years,English
a9727,24-30 years,English
a9728,30-36 years,English
a9729,36-45 years,English
a9730,45-55 years,English
a9731,55+ years,English
a9732,0-18 years,English
a9733,19-24 years,English
a9734,24-30 years,English
a9735,30-36 years,English
a9736,36-45 years,English
a9737,45-55 years,English
a9738,55+ years,English
a9739,0-18 years,English
a9740,19-24 years,English
a9741,24-30 years,English
a9742,30-36 years,English
a9743,36-45 years,English
a9744,45-55 years,English
a9745,55+ years,English
a9746,0-18 years,English
a9747,19-24 years,English
a9748,24-30 years,English
a9749,30-36 years,English
a9750,36-45 years,English
a9751,45-55 years,English
a9752,55+ years,English
a9753,0-18 years,English
a9754,19-24 years,English
a9755,24-30 years,English
a9756,30-36 years,English
a9757,36-45 years,English
a9758,45-55 years,English
a9759,55+ years,English
a9760,0-18 years,English
a9761,19-24 years,English
a9762,24-30 years,English
a9763,30-36 years,English
a9764,36-45 years,English
a9765,45-55 years,English
a9766,55+ years,English
a9767,0-18 years,English
a9768,19-24 years,English
a9769,24-30 years,English
a9770,30-36 years,English
a9771,36-45 years,English
a9772,45-55 years,English
a9773,55+ years,English
a9774,0-18 years,English
a9775,19-24 years,English
a9776,24-30 years,English
a9777,30-36 years,English
a9778,36-45 years,English
a9779,45-55 years,English
a9780,55+ years,English
a9781,0-18 years,English
a9782,19-24 years,English
a9783,24-30 years,English
a9784,30-36 years,English
a9785,36-45 years,English
a9786,45-55 years,English
a9787,55+ years,English
a9788,0-18 years,English
a9789,19-24 years,English
a9790,24-30 years,English
a9791,30-36 years,English
a9792,36-45 years,English
a9793,45-55 years,English
a9794,55+ years,English
a9795,0-18 years,English
a9796,19-24 years,English
a9797,24-30 years,English
a9798,30-36 years,English
a9799,36-45 years,English
a9800,45-55 years,English
a9801,55+ years,English
a9802,0-18 years,English
a9803,19-24 years,English
a9804,24-30 years,English
a9805,30-36 years,English
a9806,36-45 years,English
a9807,45-55 years,English
a9808,55+ years,English
a9809,0-18 years,English
a9810,19-24 years,English
a9811,24-30 years,English
a9812,30-36 years,English
a9813,36-45 years,English
a9814,45-55 years,English
a9815,55+ years,English
a9816,0-18 years,English
a9817,19-24 years,English
a9818,24-30 years,English
a9819,30-36 years,English
a9820,36-45 years,English
a9821,45-55 years,English
a9822,55+ years,English
a9823,0-18 years,English
a9824,19-24 years,English
a9825,24-30 years,English
a9826,30-36 years,English
a9827,36-45 years,English
a9828,45-55 years,English
a9829,55+ years,English
a9830,0-18 years,English
a9831,19-24 years,English
a9832,24-30 years,English
a9833,30-36 years,English
a9834,36-45 years,English
a9835,45-55 years,English
a9836,55+ years,English
a9837,0-18 years,English
a9838,19-24 years,English
a9839,24-30 years,English
a9840,30-36 years,English
a9841,36-45 years,English
a9842,45-55 years,English
a9843,55+ years,English
a9844,0-18 years,English
a9845,19-24 years,English
a9846,24-30 years,English
a9847,30-36 years,English
a9848,36-45 years,English
a9849,45-55 years,English
a9850,55+ years,English
a9851,0-18 years,English
a9852,19-24 years,English
a9853,24-30 years,English
a9854,30-36 years,English
a9855,36-45 years,English
a9856,45-55 years,English
a9857,55+ years,English
a9858,0-18 years,English
a9859,19-24 years,English
a9860,24-30 years,English
a9861,30-36 years,English
a9862,36-45 years,English
a9863,45-55 years,English
a9864,55+ years,English
a9865,0-18 years,English
a9866,19-24 years,English
a9867,24-30 years,English
a9868,30-36 years,English
a9869,36-45 years,English
a9870,45-55 years,English
a9871,55+ years,English
a9872,0-18 years,English
a9873,19-24 years,English
a9874,24-30 years,English
a9875,30-36 years,English
a9876,36-45 years,English
a9877,45-55 years,English
a9878,55+ years,English
a9879,0-18 years,English
a9880,19-24 years,English
a9881,24-30 years,English
a9882,30-36 years,English
a9883,36-45 years,English
a9884,45-55 years,English
a9885,55+ years,English
a9886,0-18 years,English
a9887,19-24 years,English
a9888,24-30 years,English
a9889,30-36 years,English
a9890,36-45 years,English
a9891,45-55 years,English
a9892,55+ years,English
a9893,0-18 years,English
a9894,19-24 years,English
a9895,24-30 years,English
a9896,30-36 years,English
a9897,36-45 years,English
a9898,45-55 years,English
a9899,55+ years,English
a9900,0-18 years,English
a9901,19-24 years,English
a9902,24-30 years,English
a9903,30-36 years,English
a9904,36-45 years,English
a9905,45-55 years,English
a9906,55+ years,English
a9907,0-18 years,English
a9908,19-24 years,English
a9909,24-30 years,English
a9910,30-36 years,English
a9911,36-45 years,English
a9912,45-55 years,English
a9913,55+ years,English
a9914,0-18 years,English
a9915,19-24 years,English
a9916,24-30 years,English
a9917,30-36 years,English
a9918,36-45 years,English
a9919,45-55 years,English
a9920,55+ years,English
a9921,0-18 years,English
a9922,19-24 years,English
a9923,24-30 years,English
a9924,30-36 years,English
a9925,36-45 years,English
a9926,45-55 years,English
a9927,55+ years,English
a9928,0-18 years,English
a9929,19-24 years,English
a9930,24-30 years,English
a9931,30-36 years,English
a9932,36-45 years,English
a9933,45-55 years,English
a9934,55+ years,English
a9935,0-18 years,English
a9936,19-24 years,English
a9937,24-30 years,English
a9938,30-36 years,English
a9939,36-45 years,English
a9940,45-55 years,English
a9941,55+ years,English
a9942,0-18 years,English
a9943,19-24 years,English
a9944,24-30 years,English
a9945,30-36 years,English
a9946,36-45 years,English
a9947,45-55 years,English
a9948,55+ years,English
a9949,0-18 years,English
a9950,19-24 years,English
a9951,24-30 years,English
a9952,30-36 years,English
a9953,36-45 years,English
a9954,45-55 years,English
a9955,55+ years,English
a9956,0-18 years,English
a9957,19-24 years,English
a9958,24-30 years,English
a9959,30-36 years,English
a9960,36-45 years,English
a9961,45-55 years,English
a9962,55+ years,English
a9963,0-18 years,English
a9964,19-24 years,English
a9965,24-30 years,English
a9966,30-36 years,English
a9967,36-45 years,English
a9968,45-55 years,English
a9969,55+ years,English
a9970,0-18 years,English
a9971,19-24 years,English
a9972,24-30 years,English
a9973,30-36 years,English
a9974,36-45 years,English
a9975,45-55 years,English
a9976,55+ years,English
a9977,0-18 years,English
a9978,19-24 years,English
a9979,24-30 years,English
a9980,30-36 years,English
a9981,36-45 years,English
a9982,45-55 years,English
a9983,55+ years,English
a9984,0-18 years,English
a9985,19-24 years,English
a9986,24-30 years,English
a9987,30-36 years,English
a9988,36-45 years,English
a9989,45-55 years,English
a9990,55+ years,English
a9991,0-18 years,English
a9992,19-24 years,English
a9993,24-30 years,English
a9994,30-36 years,English
a9995,36-45 years,English
a9996,45-55 years,English
a9997,55+ years,English
a9998,0-18 years,English
a9999,19-24 years,English
a10000,24-30 years,English
a10001,30-36 years,English
a10002,36-45 years,English
a10003,45-55 years,English
a10004,55+ years,English
a10005,0-18 years,English
a10006,19-24 years,English
a10007,24-30 years,English
a10008,30-36 years,English
a10009,36-45 years,English
a10010,45-55 years,English
a10011,55+ years,English
a10012,0-18 years,English
a10013,19-24 years,English
a10014,24-30 years,English
a10015,30-36 years,English
a10016,36-45 years,English
a10017,45-55 years,English
a10018,55+ years,English
a10019,0-18 years,English
a10020,19-24 years,English
a10021,24-30 years,English
a10022,30-36 years,English
a10023,36-45 years,English
a10024,45-55 years,English
a10025,55+ years,English
a10026,0-18 years,English
a10027,19-24 years,English
a10028,24-30 years,English
a10029,30-36 years,English
a10030,36-45 years,English
a10031,45-55 years,English
a10032,55+ years,English
a10033,0-18 years,English
a10034,19-24 years,English
a10035,24-30 years,English
a10036,30-36 years,English
a10037,36-45 years,English
a10038,45-55 years,English
a10039,55+ years,English
a10040,0-18 years,English
a10041,19-24 years,English
a10042,24-30 years,English
a10043,30-36 years,English
a10044,36-45 years,English
a10045,45-55 years,English
a10046,55+ years,English
a10047,0-18 years,English
a10048,19-24 years,English
a10049,24-30 years,English
a10050,30-36 years,English
a10051,36-45 years,English
a10052,45-55 years,English
a10053,55+ years,English
a10054,0-18 years,English
a10055,19-24 years,English
a10056,24-30 years,English
a10057,30-36 years,English
a10058,36-45 years,English
a10059,45-55 years,English
a10060,55+ years,English
a10061,0-18 years,English
a10062,19-24 years,English
a10063,24-30 years,English
a10064,30-36 years,English
a10065,36-45 years,English
a10066,45-55 years,English
a10067,55+ years,English
a10068,0-18 years,English
a10069,19-24 years,English
a10070,24-30 years,English
a10071,30-36 years,English
a10072,36-45 years,English
a10073,45-55 years,English
a10074,55+ years,English
a10075,0-18 years,English
a10076,19-24 years,English
a10077,24-30 years,English
a10078,30-36 years,English
a10079,36-45 years,English
a10080,45-55 years,English
a10081,55+ years,English
a10082,0-18 years,English
a10083,19-24 years,English
a10084,24-30 years,English
a10085,30-36 years,English
a10086,36-45 years,English
a10087,45-55 years,English
a10088,55+ years,English
a10089,0-18 years,English
a10090,19-24 years,English
a10091,24-30 years,English
a10092,30-36 years,English
a10093,36-45 years,English
a10094,45-55 years,English
a10095,55+ years,English
a10096,0-18 years,English
a10097,19-24 years,English
a10098,24-30 years,English
a10099,30-36 years,English
a10100,36-45 years,English
a10101,45-55 years,English
a10102,55+ years,English
a10103,0-18 years,English
a10104,19-24 years,English
a10105,24-30 years,English
a10106,30-36 years,English
a10107,36-45 years,English
a10108,45-55 years,English
a10109,55+ years,English
a10110,0-18 years,English
a10111,19-24 years,English
a10112,24-30 years,English
a10113,30-36 years,English
a10114,36-45 years,English
a10115,45-55 years,English
a10116,55+ years,English
a10117,0-18 years,English
a10118,19-24 years,English
a10119,24-30 years,English
a10120,30-36 years,English
a10121,36-45 years,English
a10122,45-55 years,English
a10123,55+ years,English
a10124,0-18 years,English
a10125,19-24 years,English
a10126,24-30 years,English
a10127,30-36 years,English
a10128,36-45 years,English
a10129,45-55 years,English
a10130,55+ years,English
a10131,0-18 years,English
a10132,19-24 years,English
a10133,24-30 years,English
a10134,30-36 years,English
a10135,36-45 years,English
a10136,45-55 years,English
a10137,55+ years,English
a10138,0-18 years,English
a10139,19-24 years,English
a10140,24-30 years,English
a10141,30-36 years,English
a10142,36-45 years,English
a10143,45-55 years,English
a10144,55+ years,English
a10145,0-18 years,English
a10146,19-24 years,English
a10147,24-30 years,English
a10148,30-36 years,English
a10149,36-45 years,English
a10150,45-55 years,English
a10151,55+ years,English
a10152,0-18 years,English
a10153,19-24 years,English
a10154,24-30 years,English
a10155,30-36 years,English
a10156,36-45 years,English
a10157,45-55 years,English
a10158,55+ years,English
a10159,0-18 years,English
a10160,19-24 years,English
a10161,24-30 years,English
a10162,30-36 years,English
a10163,36-45 years,English
a10164,45-55 years,English
a10165,55+ years,English
a10166,0-18 years,English
a10167,19-24 years,English
a10168,24-30 years,English
a10169,30-36 years,English
a10170,36-45 years,English
a10171,45-55 years,English
a10172,55+ years,English
a10173,0-18 years,English
a10174,19-24 years,English
a10175,24-30 years,English
a10176,30-36 years,English
a10177,36-45 years,English
a10178,45-55 years,English
a10179,55+ years,English
a10180,0-18 years,English
a10181,19-24 years,English
a10182,24-30 years,English
a10183,30-36 years,English
a10184,36-45 years,English
a10185,45-55 years,English
a10186,55+ years,English
a10187,0-18 years,English
a10188,19-24 years,English
a10189,24-30 years,English
a10190,30-36 years,English
a10191,36-45 years,English
a10192,45-55 years,English
a10193,55+ years,English
a10194,0-18 years,English
a10195,19-24 years,English
a10196,24-30 years,English
a10197,30-36 years,English
a10198,36-45 years,English
a10199,45-55 years,English
a10200,55+ years,English
a10201,0-18 years,English
a10202,19-24 years,English
a10203,24-30 years,English
a10204,30-36 years,English
a10205,36-45 years,English
a10206,45-55 years,English
a10207,55+ years,English
a10208,0-18 years,English
a10209,19-24 years,English
a10210,24-30 years,English
a10211,30-36 years,English
a10212,36-45 years,English
a10213,45-55 years,English
a10214,55+ years,English
a10215,0-18 years,English
a10216,19-24 years,English
a10217,24-30 years,English
a10218,30-36 years,English
a10219,36-45 years,English
a10220,45-55 years,English
a10221,55+ years,English
a10222,0-18 years,English
a10223,19-24 years,English
a10224,24-30 years,English
a10225,30-36 years,English
a10226,36-45 years,English
a10227,45-55 years,English
a10228,55+ years,English
a10229,0-18 years,English
a10230,19-24 years,English
a10231,24-30 years,English
a10232,30-36 years,English
a10233,36-45 years,English
a10234,45-55 years,English
a10235,55+ years,English
a10236,0-18 years,English
a10237,19-24 years,English
a10238,24-30 years,English
a10239,30-36 years,English
a10240,36-45 years,English
a10241,45-55 years,English
a10242,55+ years,English
a10243,0-18 years,English
a10244,19-24 years,English
a10245,24-30 years,English
a10246,30-36 years,English
a10247,36-45 years,English
a10248,45-55 years,English
a10249,55+ years,English
a10250,0-18 years,English
a10251,19-24 years,English
a10252,24-30 years,English
a10253,30-36 years,English
a10254,36-45 years,English
a10255,45-55 years,English
a10256,55+ years,English
a10257,0-18 years,English
a10258,19-24 years,English
a10259,24-30 years,English
a10260,30-36 years,English
a10261,36-45 years,English
a10262,45-55 years,English
a10263,55+ years,English
a10264,0-18 years,English
a10265,19-24 years,English
a10266,24-30 years,English
a10267,30-36 years,English
a10268,36-45 years,English
a10269,45-55 years,English
a10270,55+ years,English
a10271,0-18 years,English
